VTX, IDX, POSITION.x, POSITION.y, POSITION.z, POSITION.w, NORMAL.x, NORMAL.y, NORMAL.z, NORMAL.w, TEXCOORD0.x, TEXCOORD0.y, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w, BINORMAL.x, BINORMAL.y, BINORMAL.z, BINORMAL.w, TEXCOORD3.x, TEXCOORD3.y, TEXCOORD3.z, TEXCOORD3.w, TEXCOORD4.x, TEXCOORD4.y, TEXCOORD4.z, TEXCOORD4.w, TEXCOORD5.x, TEXCOORD5.y, TEXCOORD5.z, TEXCOORD5.w
149, 55,  0.51174,  0.01685,  0.48544,  0.0,  0.49412,  0.99608,  0.50196,  0.0,  0.84912,  0.21302,  0.97479, -0.22001, -0.03699,  1.0, -0.02142, -0.47383, -0.88034,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
150, 56,  0.8546,  0.8446,  0.1438,  0.0,  0.18431,  0.71765,  0.81569,  0.0,  0.86572,  0.19715,  0.87658,  0.48057, -0.02423,  1.0, -0.00858,  0.21134, -0.97736,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
151, 58,  0.9897,  0.84819,  0.47213,  0.0,  0.04706,  0.71373,  0.4902,  0.0,  0.87207,  0.21302,  0.87658,  0.48057, -0.02423,  1.0, -0.02332, -0.20862, -0.97769,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
152, 55,  0.51174,  0.01685,  0.48544,  0.0,  0.49412,  0.99608,  0.50196,  0.0,  0.84912,  0.21302,  0.97479, -0.22001, -0.03699,  1.0, -0.02142, -0.47383, -0.88034,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
153, 59,  0.01144,  0.86012,  0.47361,  0.0,  0.9451,  0.71765,  0.48627,  0.0,  0.82568,  0.21302,  0.8829, -0.46904,  0.02069,  1.0, -0.01083, -0.18033, -0.98352,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
154, 57,  0.14005,  0.8536,  0.153,  0.0,  0.82745,  0.73725,  0.79216,  0.0,  0.83154,  0.19825,  0.8829, -0.46904,  0.02069,  1.0,  0.01074,  0.19633, -0.98047,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
155, 55,  0.51174,  0.01685,  0.48544,  0.0,  0.49412,  0.99608,  0.50196,  0.0,  0.84912,  0.21302,  0.97479, -0.22001, -0.03699,  1.0, -0.02142, -0.47383, -0.88034,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
156, 55,  0.51174,  0.01685,  0.48544,  0.0,  0.49412,  0.99608,  0.50196,  0.0,  0.84912,  0.21302,  0.97479, -0.22001, -0.03699,  1.0, -0.02142, -0.47383, -0.88034,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
157, 58,  0.9897,  0.84819,  0.47213,  0.0,  0.04706,  0.71373,  0.4902,  0.0,  0.87207,  0.21302,  0.87658,  0.48057, -0.02423,  1.0, -0.02332, -0.20862, -0.97769,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
158, 60,  0.85621,  0.85241,  0.85043,  0.0,  0.18039,  0.72941,  0.19216,  0.0,  0.86523,  0.22974,  0.97958,  0.2009,  0.00391,  1.0, -0.02142, -0.47383, -0.88034,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
159, 61,  0.14044,  0.85614,  0.83438,  0.0,  0.83529,  0.72157,  0.20784,  0.0,  0.83154,  0.2284,  0.97479, -0.22001, -0.03699,  1.0, -0.02142, -0.47383, -0.88034,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
160, 59,  0.01144,  0.86012,  0.47361,  0.0,  0.9451,  0.71765,  0.48627,  0.0,  0.82568,  0.21302,  0.8829, -0.46904,  0.02069,  1.0, -0.01083, -0.18033, -0.98352,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
161, 55,  0.51174,  0.01685,  0.48544,  0.0,  0.49412,  0.99608,  0.50196,  0.0,  0.84912,  0.21302,  0.97479, -0.22001, -0.03699,  1.0, -0.02142, -0.47383, -0.88034,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
162, 62,  0.52375,  0.85924,  0.9818,  0.0,  0.51373,  0.75686,  0.07059,  0.0,  0.84912,  0.23584,  0.97479, -0.22001, -0.03699,  1.0, -0.02142, -0.47383, -0.88034,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
163, 55,  0.51174,  0.01685,  0.48544,  0.0,  0.49412,  0.99608,  0.50196,  0.0,  0.84912,  0.21302,  0.97479, -0.22001, -0.03699,  1.0, -0.02142, -0.47383, -0.88034,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
164, 60,  0.85621,  0.85241,  0.85043,  0.0,  0.18039,  0.72941,  0.19216,  0.0,  0.86523,  0.22974,  0.97958,  0.2009,  0.00391,  1.0, -0.02142, -0.47383, -0.88034,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
165, 61,  0.14044,  0.85614,  0.83438,  0.0,  0.83529,  0.72157,  0.20784,  0.0,  0.83154,  0.2284,  0.97479, -0.22001, -0.03699,  1.0, -0.02142, -0.47383, -0.88034,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
166, 55,  0.51174,  0.01685,  0.48544,  0.0,  0.49412,  0.99608,  0.50196,  0.0,  0.84912,  0.21302,  0.97479, -0.22001, -0.03699,  1.0, -0.02142, -0.47383, -0.88034,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
167, 62,  0.52375,  0.85924,  0.9818,  0.0,  0.51373,  0.75686,  0.07059,  0.0,  0.84912,  0.23584,  0.97479, -0.22001, -0.03699,  1.0, -0.02142, -0.47383, -0.88034,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
168, 65,  0.66892,  0.01613,  0.32776,  0.0,  0.65882,  0.04706,  0.35686,  0.0,  0.85498,  0.20728,  0.99991,  0.00888, -0.00833,  1.0,  0.00482,  0.00754, -0.99994,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
169, 64,  1.0,  0.84755,  0.47153,  0.0,  0.96078,  0.30588,  0.50196,  0.0,  0.87207,  0.21302,  0.72909,  0.67821, -0.09165,  1.0,  0.01025, -0.32136, -0.9469,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
170, 63,  0.86218,  0.83571,  0.13617,  0.0,  0.81961,  0.30196,  0.16863,  0.0,  0.86572,  0.19715,  0.94937,  0.31291,  0.0271,  1.0, -0.10019,  0.68291, -0.72356,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
171, 66,  0.50434,  0.84834,  0.00238,  0.0,  0.50196,  0.28627,  0.04706,  0.0,  0.84912,  0.1908,  0.92959, -0.36836,  0.01212,  1.0,  0.08979,  0.68584, -0.72216,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
172, 65,  0.66892,  0.01613,  0.32776,  0.0,  0.65882,  0.04706,  0.35686,  0.0,  0.85498,  0.20728,  0.99991,  0.00888, -0.00833,  1.0,  0.00482,  0.00754, -0.99994,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
173, 63,  0.86218,  0.83571,  0.13617,  0.0,  0.81961,  0.30196,  0.16863,  0.0,  0.86572,  0.19715,  0.94937,  0.31291,  0.0271,  1.0, -0.10019,  0.68291, -0.72356,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
174, 67,  0.66741,  0.00862,  0.64292,  0.0,  0.65098,  0.04706,  0.64706,  0.0,  0.85498,  0.21888,  0.99994,  0.00867, -0.00287,  1.0, -0.03592,  0.00702, -0.99933,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
175, 64,  1.0,  0.84755,  0.47153,  0.0,  0.96078,  0.30588,  0.50196,  0.0,  0.87207,  0.21302,  0.72909,  0.67821, -0.09165,  1.0,  0.01025, -0.32136, -0.9469,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
176, 65,  0.66892,  0.01613,  0.32776,  0.0,  0.65882,  0.04706,  0.35686,  0.0,  0.85498,  0.20728,  0.99991,  0.00888, -0.00833,  1.0,  0.00482,  0.00754, -0.99994,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
177, 64,  1.0,  0.84755,  0.47153,  0.0,  0.96078,  0.30588,  0.50196,  0.0,  0.87207,  0.21302,  0.72909,  0.67821, -0.09165,  1.0,  0.01025, -0.32136, -0.9469,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
178, 67,  0.66741,  0.00862,  0.64292,  0.0,  0.65098,  0.04706,  0.64706,  0.0,  0.85498,  0.21888,  0.99994,  0.00867, -0.00287,  1.0, -0.03592,  0.00702, -0.99933,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
179, 68,  0.86354,  0.85203,  0.85789,  0.0,  0.82745,  0.27843,  0.8,  0.0,  0.86523,  0.22974,  0.94992,  0.3112, -0.02817,  1.0,  0.0491, -0.66616, -0.74416,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
180, 67,  0.66741,  0.00862,  0.64292,  0.0,  0.65098,  0.04706,  0.64706,  0.0,  0.85498,  0.21888,  0.99994,  0.00867, -0.00287,  1.0, -0.03592,  0.00702, -0.99933,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
181, 69,  0.52438,  0.85879,  0.99207,  0.0,  0.48627,  0.25882,  0.93725,  0.0,  0.84912,  0.23584,  0.93829, -0.34571, -0.00739,  1.0, -0.0976, -0.67037, -0.73553,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
182, 68,  0.86354,  0.85203,  0.85789,  0.0,  0.82745,  0.27843,  0.8,  0.0,  0.86523,  0.22974,  0.94992,  0.3112, -0.02817,  1.0,  0.0491, -0.66616, -0.74416,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
183, 66,  0.50434,  0.84834,  0.00238,  0.0,  0.50196,  0.28627,  0.04706,  0.0,  0.84912,  0.1908,  0.92959, -0.36836,  0.01212,  1.0,  0.08979,  0.68584, -0.72216,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
184, 70,  0.35627,  0.00739,  0.32706,  0.0,  0.35294,  0.04706,  0.34118,  0.0,  0.84375,  0.20716,  0.79562, -0.60512,  0.02789,  1.0, -0.02527,  0.03073, -0.99921,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
185, 65,  0.66892,  0.01613,  0.32776,  0.0,  0.65882,  0.04706,  0.35686,  0.0,  0.85498,  0.20728,  0.99991,  0.00888, -0.00833,  1.0,  0.00482,  0.00754, -0.99994,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
186, 65,  0.66892,  0.01613,  0.32776,  0.0,  0.65882,  0.04706,  0.35686,  0.0,  0.85498,  0.20728,  0.99991,  0.00888, -0.00833,  1.0,  0.00482,  0.00754, -0.99994,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
187, 70,  0.35627,  0.00739,  0.32706,  0.0,  0.35294,  0.04706,  0.34118,  0.0,  0.84375,  0.20716,  0.79562, -0.60512,  0.02789,  1.0, -0.02527,  0.03073, -0.99921,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
188, 67,  0.66741,  0.00862,  0.64292,  0.0,  0.65098,  0.04706,  0.64706,  0.0,  0.85498,  0.21888,  0.99994,  0.00867, -0.00287,  1.0, -0.03592,  0.00702, -0.99933,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
189, 71,  0.13326,  0.84732,  0.1462,  0.0,  0.16471,  0.28627,  0.19608,  0.0,  0.83154,  0.19825,  0.74947, -0.66079, -0.04004,  1.0,  0.05713,  0.28816, -0.95587,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
190, 70,  0.35627,  0.00739,  0.32706,  0.0,  0.35294,  0.04706,  0.34118,  0.0,  0.84375,  0.20716,  0.79562, -0.60512,  0.02789,  1.0, -0.02527,  0.03073, -0.99921,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
191, 66,  0.50434,  0.84834,  0.00238,  0.0,  0.50196,  0.28627,  0.04706,  0.0,  0.84912,  0.1908,  0.92959, -0.36836,  0.01212,  1.0,  0.08979,  0.68584, -0.72216,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
192, 71,  0.13326,  0.84732,  0.1462,  0.0,  0.16471,  0.28627,  0.19608,  0.0,  0.83154,  0.19825,  0.74947, -0.66079, -0.04004,  1.0,  0.05713,  0.28816, -0.95587,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
193, 72,  0.00163,  0.85736,  0.47295,  0.0,  0.03922,  0.30196,  0.50588,  0.0,  0.82568,  0.21302,  0.74487, -0.66301,  0.07422,  1.0, -0.04202, -0.27451, -0.96066,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
194, 70,  0.35627,  0.00739,  0.32706,  0.0,  0.35294,  0.04706,  0.34118,  0.0,  0.84375,  0.20716,  0.79562, -0.60512,  0.02789,  1.0, -0.02527,  0.03073, -0.99921,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
195, 67,  0.66741,  0.00862,  0.64292,  0.0,  0.65098,  0.04706,  0.64706,  0.0,  0.85498,  0.21888,  0.99994,  0.00867, -0.00287,  1.0, -0.03592,  0.00702, -0.99933,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
196, 73,  0.35454,  0.0,  0.64384,  0.0,  0.35294,  0.04314,  0.64706,  0.0,  0.84326,  0.21888,  0.74487, -0.66301,  0.07422,  1.0, -0.04202, -0.27451, -0.96066,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
197, 69,  0.52438,  0.85879,  0.99207,  0.0,  0.48627,  0.25882,  0.93725,  0.0,  0.84912,  0.23584,  0.93829, -0.34571, -0.00739,  1.0, -0.0976, -0.67037, -0.73553,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
198, 73,  0.35454,  0.0,  0.64384,  0.0,  0.35294,  0.04314,  0.64706,  0.0,  0.84326,  0.21888,  0.74487, -0.66301,  0.07422,  1.0, -0.04202, -0.27451, -0.96066,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
199, 67,  0.66741,  0.00862,  0.64292,  0.0,  0.65098,  0.04706,  0.64706,  0.0,  0.85498,  0.21888,  0.99994,  0.00867, -0.00287,  1.0, -0.03592,  0.00702, -0.99933,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
200, 70,  0.35627,  0.00739,  0.32706,  0.0,  0.35294,  0.04706,  0.34118,  0.0,  0.84375,  0.20716,  0.79562, -0.60512,  0.02789,  1.0, -0.02527,  0.03073, -0.99921,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
201, 72,  0.00163,  0.85736,  0.47295,  0.0,  0.03922,  0.30196,  0.50588,  0.0,  0.82568,  0.21302,  0.74487, -0.66301,  0.07422,  1.0, -0.04202, -0.27451, -0.96066,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
202, 73,  0.35454,  0.0,  0.64384,  0.0,  0.35294,  0.04314,  0.64706,  0.0,  0.84326,  0.21888,  0.74487, -0.66301,  0.07422,  1.0, -0.04202, -0.27451, -0.96066,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
203, 70,  0.35627,  0.00739,  0.32706,  0.0,  0.35294,  0.04706,  0.34118,  0.0,  0.84375,  0.20716,  0.79562, -0.60512,  0.02789,  1.0, -0.02527,  0.03073, -0.99921,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
204, 74,  0.13283,  0.85254,  0.84176,  0.0,  0.15294,  0.29412,  0.79608,  0.0,  0.83154,  0.2284,  0.74487, -0.66301,  0.07422,  1.0, -0.04202, -0.27451, -0.96066,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
205, 69,  0.52438,  0.85879,  0.99207,  0.0,  0.48627,  0.25882,  0.93725,  0.0,  0.84912,  0.23584,  0.93829, -0.34571, -0.00739,  1.0, -0.0976, -0.67037, -0.73553,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
206, 73,  0.35454,  0.0,  0.64384,  0.0,  0.35294,  0.04314,  0.64706,  0.0,  0.84326,  0.21888,  0.74487, -0.66301,  0.07422,  1.0, -0.04202, -0.27451, -0.96066,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
207, 73,  0.35454,  0.0,  0.64384,  0.0,  0.35294,  0.04314,  0.64706,  0.0,  0.84326,  0.21888,  0.74487, -0.66301,  0.07422,  1.0, -0.04202, -0.27451, -0.96066,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
208, 72,  0.00163,  0.85736,  0.47295,  0.0,  0.03922,  0.30196,  0.50588,  0.0,  0.82568,  0.21302,  0.74487, -0.66301,  0.07422,  1.0, -0.04202, -0.27451, -0.96066,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
209, 74,  0.13283,  0.85254,  0.84176,  0.0,  0.15294,  0.29412,  0.79608,  0.0,  0.83154,  0.2284,  0.74487, -0.66301,  0.07422,  1.0, -0.04202, -0.27451, -0.96066,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
